richelieu	803	0.8076935	12
lic	27303	1	2
mic	52697	1	1
mournful	18950	0.6810445	30
tshilanda	29873	1	1
calvinistic	37757	1	1
overindulge	73016	1	1
hidings	35691	1	1
brainpower	35243	0.8682063	4
pocahontas	86227	0.7623343	31
hibernian	81518	1	1
overlay	3873	0.8379499	24
dreamy	19140	0.7270117	19
cockpit	44297	0.682037	31
waxworks	62796	1	1
elicited	6762	0.7720344	11
dreary	70963	0.6576463	38
cutthroats	4388	1	1
vivo	20460	0.8735904	6
finalized	86683	0.9341032	2
pronunciation	81245	0.6642563	80
involvements	2	0.895556	3
heedless	22317	0.8296592	6
enfranchisement	64947	0.895556	3
creaky	19160	0.7810955	10
osawatomie	68723	1	1
turanian	87961	1	1
ovjects	17158	1	1
pitted	75032	0.6879174	28
seriphus	67285	0.9011548	4
rejoice	52011	0.7121282	22
weedless	24528	1	1
wreckers	18185	1	1
follows	81466	0.4211939	484
milden	3414	1	1
convergence	84346	0.8338319	7
sambro	56933	1	1
crackpot	69479	1	1
rhinoceros	60661	0.7207057	46
hemlock	12397	0.7133719	23
leveled	80325	0.6567136	37
breakfasted	41477	0.791112	9
barge	29620	0.7043129	29
unscratched	47556	1	1
caramels	71530	0.9091426	7
solemnized	71174	1	1
whooshing	82404	0.895556	3
fortresses	78213	0.7662908	13
objective	64475	0.5049462	274
stave	22107	0.8023096	8
precipitate	1840	0.7062996	49
turnsignal	28104	1	1
combed	13626	0.6305335	54
vedras	29552	1	1
catchwords	76807	0.9341032	2
gangetic	63374	0.9341032	2
insightfully	88536	1	1
sorrel	83860	0.8338319	7
tabletop	40830	0.8469923	10
pinniped	62565	1	1
burrs	55925	0.7764287	13
piezoelectric	70363	0.9524272	5
bombed	62683	0.6866681	27
ifyou	19283	1	1
steading	69921	1	3
superhelix	30151	1	1
steaming	81504	0.5894324	83
stealing	76220	0.622143	77
percentages	60745	0.6911086	32
heritier	58590	1	4
amphitheaters	12536	0.895556	3
dynamo	23375	0.8516248	6
greasy	19241	0.6603531	42
weluhn	85211	1	1
candystripers	63114	0.9341032	2
surfactant	64255	1	1
enlaced	54435	1	1
freaky	81118	1	1
polygon	53153	0.8484441	11
grader	53701	0.6869901	32
outhouse	44136	0.8150019	13
switchboard	22210	0.8682063	4
herzberg	53876	1	1
handholds	80470	0.9341032	2
hatpin	76664	0.873351	5
skippy	10770	0.9174117	17
radiation	51319	0.5328445	449
grievances	4658	0.6557159	47
antarctic	12666	0.6996081	42
leverage	59060	0.7819954	18
absorbs	4945	0.6075247	89
centures	72857	0.9341032	2
synopsis	82943	0.895556	3
mfupi	16644	1	4
quick	85607	0.3855716	700
stucturalist	46714	1	1
massasging	1821	1	1
noncognitive	5160	1	4
xoco	75868	1	2
daze	83199	0.8296592	6
abram	26191	0.8778085	13
illuminator	72129	1	1
swan	87763	0.670708	45
elevation	80108	0.5866163	171
aerate	26196	0.895556	3
atom	81113	0.4737851	1115
stodgy	58932	0.895556	3
kgb	44646	0.7404507	24
coco	86889	1	7
filene	82104	0.9341032	4
scuff	11587	0.9341032	2
syn	45240	1	1
sufferers	14956	0.7572662	18
lyn	45247	0.895556	3
asymptotes	36870	1	2
worthier	77176	1	1
reaffirmed	48844	0.7364126	16
needless	24815	0.6832105	28
everday	4032	0.9341032	2
galaor	36994	0.9341032	2
railhead	23085	0.895556	3
acrobat	28999	0.7408846	19
trapp	86229	1	3
amphibole	2183	1	2
lapse	65081	0.7217883	20
comparable	58926	0.5672562	102
witted	75190	0.7720344	11
hinkles	10399	1	1
retainers	82593	0.7903932	13
vicksburg	33747	0.7809021	14
fertile	35064	0.4802496	334
reappears	68167	0.8150042	7
masturbatory	78692	1	1
mortise	31073	0.8057557	9
celeste	86465	0.8451287	18
clutches	63786	0.7638137	20
emininently	3758	1	1
unstated	63772	0.895556	3
winkies	68963	0.8296592	6
semaphore	7647	0.895556	3
lowden	4517	0.9394872	3
wastelands	50371	0.8296592	6
bornstein	55443	1	1
gomulka	69470	0.9011548	4
scald	63556	0.9341032	2
chimneysweep	23896	1	1
risk	62099	0.4650118	442
iroquois	925	0.6582635	73
encompass	33085	0.791112	9
subadult	38924	1	1
mitted	75226	1	1
vamenos	15080	1	1
afruz	77255	1	1
lurched	86435	0.6735342	31
pervasive	11222	0.6675903	33
intermixture	61038	1	1
korabl	59766	1	1
wavemechanical	46560	1	1
groupie	75633	0.9109309	9
melchizedek	8450	1	4
teat	29812	0.873351	5
victoriously	40319	0.8682063	4
sentry	1909	0.7312452	27
aclms	31291	1	1
blameless	32085	0.895556	3
subsist	27896	0.8296592	6
kline	10947	0.8997098	5
snuffled	68410	0.9394872	3
stoplight	85016	0.9011548	4
bleking	26617	1	1
demur	73832	1	1
twitching	28434	0.728378	20
published	10275	0.4411106	441
dundurn	48648	1	1
homogeneous	17252	0.7048553	66
recklessness	37119	0.8150042	7
pancho	14603	0.9046726	9
kenney	63856	1	2
kidepo	87600	0.895556	3
taster	29270	0.895556	3
trollies	78148	1	1
vinteuil	46645	0.9341032	2
attean	15818	0.819912	25
inabiliy	84653	1	1
wrought	22650	0.6270546	58
haloed	16890	1	1
pumpkinhead	21840	1	1
cuddy	68521	1	1
unschooled	5087	0.9341032	2
extracts	82652	0.7585212	14
kiayukuan	80452	1	1
intergroup	63342	0.9465393	4
waterweeds	28738	1	1
cottontails	43634	0.9341032	2
apostle	88309	0.7840157	11
skintight	15135	0.9341032	2
immaterially	77309	1	1
feud	33983	0.6973312	28
beverage	59230	0.6815496	42
lifestyle	1223	0.678753	32
hentry	26226	1	1
departure	86239	0.5673325	104
accidentally	74937	0.6072001	65
coquetries	21599	0.9341032	2
klingman	73489	0.9341032	2
pooran	48717	0.9341032	2
posited	53562	0.895556	3
trebled	87060	0.9341032	2
schlemmer	35523	1	1
ruble	58699	0.9341032	2
piette	12573	1	1
illegitimacy	39192	0.8682063	4
mesodermal	5857	0.9341032	2
miserable	41197	0.537522	139
witchcat	50453	1	1
accessit	13511	1	1
bamboo	59065	0.5974475	108
depriving	78093	0.7637623	12
purest	75569	0.7425483	15
appling	16179	1	1
micrograph	1471	1	1
agar	12497	0.8682063	8
winnowing	45542	1	1
elegantly	48053	0.7491074	14
illness	21411	0.4847736	385
taxied	85938	0.8469923	5
ok	68730	0.5306059	200
badaga	72949	1	1
jephthah	23272	1	1
sancho	14703	0.734964	50
afyon	19544	1	1
okinawa	42525	0.9011548	4
mycenaean	1226	0.89076	9
replicate	50851	0.9394872	3
disunion	50407	0.8296592	6
dado	27113	0.8728109	15
randomizing	78311	1	1
shortwave	42662	0.9096587	5
bowdon	43179	1	6
pepsinogen	87188	1	1
prescribe	36882	0.6485562	43
rancho	14724	0.8469923	5
nonsteerable	88126	1	1
plastic	84453	0.4559297	576
havdalah	18984	1	1
surfaces	6433	0.4786329	386
thrashin	80335	1	1
hamilton	55430	0.5715494	235
pennyroyal	16194	0.895556	3
rancher	85791	0.7394277	34
powerhouses	6779	0.895556	3
fum	3816	1	1
permieter	68945	1	1
pacioli	17236	1	3
petrifying	2562	1	1
biplane	64567	0.895556	3
refrigerant	11075	0.8563425	16
scrubland	61540	0.9341032	2
trinagular	58955	1	1
nfu	28042	1	1
impounding	13792	1	1
patternmaker	83984	0.9341032	2
didrikson	76417	0.8444915	14
stanislaw	78914	1	2
hadrons	19768	0.895556	3
allie	87344	0.89076	9
recommmended	39002	1	1
slider	26037	0.9011548	4
oxhide	64500	0.9341032	2
nihil	17379	0.9341032	2
propagandistic	87396	1	1
conquering	18324	0.6619966	35
cuyloga	15943	1	2
authorship	19689	0.8023096	8
blindman	29870	1	1
drought	22813	0.6168719	80
mukendi	77547	1	6
desk	64516	0.4227181	721
forded	84498	0.8682063	4
biomechanical	33281	1	1
whalen	18788	1	1
earthshaker	70312	1	1
illusive	5278	0.8682063	4
kubla	58843	0.8682063	4
nonproducers	39459	1	1
anta	81125	1	1
pacifying	51387	0.9341032	2
triturating	65959	1	1
temperaments	2692	0.8516248	6
denuded	47220	0.895556	3
rivaled	16812	0.8469923	5
chandler	61707	0.8469923	5
abet	44994	0.9011548	4
intentions	30171	0.632495	53
forepaw	65141	0.9341032	2
tundra	80800	0.645046	145
foresaw	79640	0.7810955	10
servo	61937	0.9524272	5
improperly	20117	0.7061375	22
romanization	27804	0.895556	3
philatelic	84764	1	1
fitted	75465	0.5181234	171
cheroot	76748	0.9341032	2
biphenyl	84929	1	2
transection	85498	1	1
neuter	54329	0.8469923	5
anchorages	43570	0.9394872	3
hydrophobia	62389	1	1
earmarking	56669	1	1
thready	45389	1	1
bakito	472	1	1
coppice	44142	0.9394872	3
thrombosis	24181	0.8352579	8
hilton	45167	0.8818812	6
olly	83640	0.9431231	7
minimization	60436	0.8682063	4
kilometres	23123	0.7955959	17
congruent	52003	0.873351	5
roehm	41556	0.9610106	7
stickeen	23785	1	3
overcame	14401	0.6939845	25
motivation	46307	0.5944576	120
bobtail	48521	1	1
neander	78680	0.895556	3
wilton	45183	0.8682063	4
theorems	42464	1	1
connole	4434	1	1
luzon	61351	0.8338319	7
hutchinson	60954	0.7366607	44
arunah	1370	1	1
disassociate	54022	1	1
forecloser	66472	0.895556	3
questionnaires	51824	0.7223331	25
landfalls	6364	1	1
pittypat	85525	1	1
aswell	70897	0.9341032	2
bently	2185	1	1
whitehorn	75606	0.9341032	2
chemists	55575	0.5645407	164
thanksgivings	34	0.9341032	2
milton	4078	0.7023678	85
fetlocks	11501	1	2
anemone	55871	0.8063475	24
hematologist	81910	1	1
maupas	11593	1	1
shillings	61259	0.6933495	34
maestro	30234	0.9571656	6
dokan	55878	1	1
pai	57540	0.9465393	4
energetically	63058	0.7513345	15
sai	57542	1	1
tai	57543	0.895556	3
pyecraft	45996	1	3
wai	79896	1	2
hai	79956	0.8818513	25
sparkle	53123	0.7076418	23
kai	80109	0.7085217	28
lai	57549	0.8187838	8
mai	57550	0.8682063	8
nai	57551	0.9175216	6
airman	31602	1	1
thickset	17056	1	1
cai	57555	0.9394872	3
dai	57556	0.9394872	3
deserter	87241	0.8338319	7
lazarus	3205	0.8682063	4
delos	2832	0.9091426	7
visitation	66078	0.895556	3
kilton	45256	1	1
antinode	43152	1	1
doggedly	30704	0.7425483	15
eizenstat	41754	1	2
heaving	14924	0.6550882	39
infection	85565	0.5602372	212
abusing	80569	0.7662907	13
tolba	11453	1	1
secs	68145	0.9011548	4
overcoagulate	30318	1	1
gentry	2255	0.7105319	26
gnrh	22633	1	1
weaving	14941	0.584981	119
auctions	33511	0.895556	3
challengers	39334	0.8783255	10
rn	5270	0.9341032	2
coracle	48975	1	1
southsea	37138	1	1
ally	83641	0.632349	51
coordinations	50154	1	1
shigetomi	11379	1	1
turkmen	66688	1	1
avarice	57096	0.8682063	4
viciously	31440	0.7425483	15
nowheresville	45938	1	1
diacritical	71706	1	3
firmin	31665	1	1
jeopardizes	75487	1	2
extraterrestrials	81062	1	1
geophysicist	47898	1	1
privately	12516	0.5859398	90
fervently	10804	0.8023096	8
kepler	31549	0.768162	33
sayles	9867	1	1
pioneered	46945	0.6992563	25
bibliographical	70097	0.9394872	3
chartres	11565	0.873351	5
quate	3871	1	1
centerline	30501	0.8516248	6
rudimentary	77063	0.7364126	16
survivors	8129	0.6247068	64
investigating	2110	0.5866117	84
nonvoters	76296	1	3
deregulations	69801	1	1
unconciousness	4133	1	1
creosote	419	0.8552141	9
burlesque	33786	0.9341032	2
sphincter	28539	0.8469923	10
deucalion	8874	1	1
dingle	83011	1	1
straightest	23759	0.9341032	2
bullwhackers	18378	1	1
arrant	10373	0.9341032	2
demonstrated	8841	0.5142697	171
rather	78599	0.2679396	2610
sarum	28592	0.895556	3
halpers	56375	1	1
vereeniging	56131	1	1
taghaza	59606	1	1
texcoco	43655	0.8682063	4
leaving	58873	0.3773991	759
kramar	21177	0.9341032	2
kalamazoo	5373	0.873351	5
unable	56989	0.4192766	490
contralto	68067	0.9341032	2
toughest	86225	0.7217883	20
spruce	34238	0.6007619	94
ankle	64355	0.6349316	79
eech	61060	0.9394872	3
brabant	2011	1	2
priced	40557	0.6169745	64
sleighmaker	18333	1	1
mined	65454	0.5998794	80
lurkingplace	67696	1	1
diane	44845	0.7108876	52
lithuania	87630	0.895556	3
hathor	20915	1	1
hayles	9931	1	1
immediatism	52476	1	2
shrewdest	14737	0.9341032	2
excusably	22919	1	1
tilts	37841	0.7764288	13
offshore	8600	0.6494603	54
pagans	75664	0.8150042	7
harun	66043	0.9341032	2
roughest	81036	0.7720344	11
harum	66044	0.9341032	2
posteriorly	11554	0.9341032	2
daies	48523	1	1
ingrate	70502	1	1
cohabiting	25487	0.9038468	6
schecter	80453	1	1
ulm	86861	0.9341032	2
errant	76259	0.7398589	18
militias	38547	0.895556	3
intelligible	79	0.7446498	16
klm	86864	1	3
jedidiah	44972	1	1
travertine	20604	0.9341032	4
tinkerbell	63976	1	1
spake	2552	0.8057557	9
moonlit	15024	0.7425483	15
elm	86870	0.6836272	58
unfairly	62239	0.6810445	30
focusing	48748	0.627036	63
chattered	40738	0.7398589	18
bustin	19574	0.895556	3
waive	45921	0.8296592	6
amebalike	10902	1	1
blackjacks	39970	0.895556	3
falsities	64991	1	1
transvestites	38751	1	1
triced	47809	1	1
mather	78689	0.9037587	13
static	45328	0.620686	114
endorsing	18047	0.841476	8
concurred	72327	0.8469923	5
grenvelle	87046	1	1
kolbe	11623	1	1
deformation	23479	0.8187838	8
beneficently	67356	1	1
libeling	79801	1	1
rabbiting	63314	1	1
bacilli	1896	1	1
itching	40122	0.7105319	26
lather	78708	0.8161545	15
bitterest	41338	0.8469923	5
biographies	3727	0.7108975	32
rhizomes	72775	0.8643307	9
awkwardness	62958	0.8150042	7
officer	53325	0.4585238	518
anticipations	51328	1	1
kew	30440	0.8405704	9
larue	41853	1	1
simplistic	11036	0.7601207	15
bartok	80997	0.9341032	2
brightest	9954	0.6446098	46
platters	66828	0.8187838	8
document	58053	0.5207227	307
scandinavians	24996	0.8057557	9
lettered	56621	0.7572662	18
oxisols	60868	1	1
energizing	78799	0.9341032	2
rrrocky	39387	1	1
trobrianders	35459	1	3
extrapolitical	75762	1	1
misgiving	46473	1	1
famagusta	26204	1	1
spined	27416	0.895556	3
rayon	8213	0.7194274	26
petering	55410	1	1
phylogenies	10002	1	1
servitor	12088	1	1
rubylike	765	1	1
keypunches	595	1	1
haystacks	28807	0.895556	3
lemnus	3291	1	1
soffit	72007	1	1
sumter	12015	0.7361585	25
lemnos	3294	0.8682063	4
repressing	10004	0.9341032	2
filaments	41179	0.7367265	29
nashville	80638	0.7291361	34
unredeemed	77831	0.895556	3
tasman	29424	0.895556	3
lawschool	57941	1	1
nayles	10080	1	1
enabled	13743	0.5582222	107
whistling	57837	0.5801452	92
horizontally	13137	0.6467335	48
marchessa	10935	1	1
bharata	22257	1	2
bribing	13551	0.8469923	5
timberline	81333	0.895556	3
rerun	3454	1	1
malevolence	83612	0.8682063	4
seyss	59399	1	1
soulless	83214	1	1
accents	52938	0.7270117	19
onshore	54973	0.8516248	6
overdramatized	293	0.9341032	4
cromlech	45871	1	1
emswiller	3436	1	1
macromolecules	10504	0.7816772	22
negrito	39967	0.9524272	5
permeate	82907	0.8296592	6
framer	6563	1	1
thermosetting	35345	0.833813	10
swa	27359	1	1
twa	27360	0.8469923	5
cockadoodledoo	20597	1	2
colby	11766	0.9175216	6
councils	79015	0.6560329	76
mayos	8298	1	1
mayor	8299	0.5615291	302
cwa	27370	1	1
aldgate	14494	1	1
pens	36943	0.6066237	84
tens	34167	0.6236085	94
hens	80503	0.6678829	60
cather	72940	0.8735904	6
ansi	67700	0.8707787	10
kens	34172	0.9341032	2
lens	34173	0.5835856	397
mens	34174	0.8682063	4
gnsi	67704	1	1
dens	34178	0.7840157	11
jumpers	69730	0.7383518	22
fens	34179	1	1
gens	34180	0.9341032	2
pembroke	85914	0.9465393	8
jokingly	51311	0.7364126	16
deerpark	64409	1	2
sugan	62624	1	1
naething	665	0.9341032	2
hoversight	34285	1	1
receptive	75537	0.6942239	30
bather	78855	1	1
stenography	66814	0.8296592	6
disorders	5904	0.5708546	205
determinant	28346	0.7559959	16
oughtna	18526	1	1
aker	40645	1	1
wardhill	54691	1	1
manages	70744	0.6810445	30
carthage	28047	0.7174195	53
prominent	25094	0.5320446	148
purring	79338	0.8057557	9
rejoiners	79527	1	1
grupatupsky	7882	1	9
cosmos	6754	0.7404507	24
greyish	33494	0.895556	3
buckwheat	81704	0.8338319	7
harpoon	75920	0.7255571	30
resettle	87159	0.8469923	5
mauch	38840	1	2
blackfoot	60959	0.8682063	8
bettered	71343	0.895556	3
switching	29120	0.7151986	20
elevated	28956	0.6319627	52
subduing	72719	0.8296592	6
cattaraugus	15214	1	1
unethical	1900	0.8150042	7
thoroughgoing	30909	0.9341032	2
susy	17801	0.9175216	6
benardos	77493	1	1
aarup	66296	1	2
lowman	36299	0.9571656	6
hydrolyzing	30161	0.9341032	2
extra	47022	0.4033221	690
johnnycake	85164	0.9394872	3
visitrend	37368	0.9394872	3
tenors	71806	1	1
referrin	43338	1	1
forgetting	4680	0.6173642	71
undersides	56952	0.7662907	13
centerboards	52912	1	2
dumpers	27524	1	1
extry	7907	0.9341032	2
fiendish	28917	0.8682063	4
sukkot	31843	0.9394872	3
tenons	48383	0.9465393	4
unhampered	66889	0.8150042	7
akhbar	67801	1	2
allis	2541	1	1
tabloid	65877	1	1
anaesthetized	453	1	1
additionally	74037	0.7121282	22
senors	48391	0.895556	3
grandad	59878	0.9465393	4
personalty	32838	0.9341032	2
pampering	27265	1	1
reviving	35873	0.8682063	4
iqbal	39302	1	1
revising	88104	0.6616635	54
hearten	80347	1	1
egocentricity	30910	0.895556	3
hearken	80348	0.8023096	8
dilutions	31218	0.9341032	2
personally	33445	0.5324467	144
beryl	78285	0.57155	92
metering	71090	0.824132	18
snot	67179	0.9341032	2
bumpers	69835	0.873351	5
coalitions	6230	0.7349677	20
fettered	71428	0.895556	3
capernaum	63313	1	1
amphi	45884	1	1
extort	4520	0.9341032	2
