text, class
ingredients : starving artist lusting after a beautiful woman from his childhood  synopsis : great expectations ( 1998 ) is a modernized version of a charles dickens novel .  in the original charles dickens classic an orphan boy named pip learns about life through his friendship with an escaped convict  his relationship with a bitter old lady named miss havisham  and his hopeless lifetime infatuation with havishams snobbish adopted daughter  estella .  the gist of the story is that an anonymous benefactor sends pip to london for pip to become an upper class  gentleman .   pip leaves for london with  great expectations  to be groomed into a gentleman so that he can one day be classy enough to marry estella .  but life has a way of complicating things .  pip becomes an arrogant s . o . b .  until he learns just who his secret benefactor is .  in this new 1998 version of great expectations a poor florida lad named finn ( ethan hawke ) with a talent for drawing has an early memory of helping an escaped convict ( robert de niro ) .  but soon the focus of finns life becomes romance  as he develops a lifelong infatuation with estella ( gwyneth paltrow )  an upper crust girl with some psychological and emotional issues due to being raised in a dysfunctional environment .  estella was raised in wealth by ms . dinsmoor ( anne bancroft )  an eccentric  aged and embittered  man-hating single aunt whose groom left her abandoned at the altar on the day of her marriage .  this causes estella to fear the daylight of relationships  but finn thinks its just a case of snobbery .  when finn becomes a young man  an anonymous benefactor sets finn up in new york with the connections and publicity to be groomed into a famous artist .  finn leaves florida with  great expectations  to be a successful artist so that some day he might become classy enough to marry the snobbish estella .  what will happen to all of finns  great expectations ?   opinion : if youre looking for a romance with a happy ending  look no further ; youve found one here .  ethan hawke is romantic lead .   ( he romanced winona ryder in reality bites .  he romanced julie delpy in before sunrise .  he romanced uma thurman in gattaca .  now in great expectations he gets to chase gwyneth paltrow  a rail-thin blonde . )  hawke plays a lovestruck  earnest and unchanged finn throughout the film .  meanwhile paltrow portrays estella as alternating between infuriating tease and ice princess ; estellas whole purpose is to get men to fall in love and then hurt them rather than become intimate .  anne bancroft goes a little overboard as the deranged and pessimistic ms . dinsmoor  while robert de niro carries off the convict part suitably .  the difference between the classic dickens novel and this 1998 adaptation is that the dickens novel is ripe with deep and timeless themes about class struggle and love  whereas great expectations ( 1998 ) is more artsy  less complicated story about a 1990s artist dealing with a lifetime tease .  , POS
youve seen this moment before  recently : a particularly troubled character senses danger of the paranormal kind when the room temperature inexplicably plummets to below freezing .  the difference is that when it happens to lili taylors nell in the haunting  we dont care .  the hero of the sixth sense  a young boy named cole  is a rich creation  and we wish nothing more than for the ghosts who haunt him to take a hike .  the seasons have changed since an ex-patient shot jaded child psychologist malcolm crowe ( willis ) in the comfort of his own bedroom .  desperate to get his career back on track  even at the expense of his crumbling marriage ( to williams  of rushmore )  malcolm councils the deeply troubled cole ( osment ) .  the preteen displays all the quirks of malcolms would-be killer : scars on his body ; antisocial behaviour ; and the reluctance to reveal a big secret .  only after cole is locked in a closet by some bullies ( and hospitalized as a result ) does he divulge to malcolm  in a spine-tingling scene  that he sees dead people walking among us  all the time .  malcolm assumes  and given his profession  reasonably so  that cole is schizophrenic  not psychic  but the sincerity in coles anguished confession prevents the doctor from taking drastic measures .  he will instead pursue the supernatural angle  becoming a kind of surrogate father to cole ( who lives with his single mother  lynn ( collette ) ) in the process .  the sixth sense has more in common with ghost than poltergeist .   ( though shyamalan does  somewhat unforgiveably  crib the self-rearranging kitchen business from the latter . )  its far more heartwarming than frightening  and the film would be none the worse for wear without its few pulp shocks .  cole attracts the dead for reasons unknown  but theyre not out to harm him  really-they just want to be heard  even if it means scaring the bejesus out of the innocent gradeschooler .  perhaps the apparitions seem more ghastly to us  at first  than they really are because were looking at the situation through the eyes of an eight-year-old .  thats right : willis  for the first time in years  gives up the spotlight to his costar .  we appreciate malcolms domestic dilemma  but we identify with cole  recalling our fears of the bogeyman or the closet monster or the thing under the bed .  both actors deliver immensely likable performances  and their dynamic is manifest .  willis convinces us that hes a doctor  something he was unable to do as a horndog shrink in the overheated color of night .  osment is phenomenal  a true professional who resists mugging for the camera like some child stars with too much experience in television commercials do .  the sixth sense ( atmospherically shot by the silence of the lambs cinematographer  tak fujimoto ) is actually a drama-its spooky  effective ad campaign is misleading .  only because i was expecting something different did i notice-rather  feel-the movies running time  which is just shy of two hours .  the story unfurls slowly but engrossingly ; its unexpected finish is definitely worth the wait .  im not sure said big twist ending is bulletproof  but i admired its audacity .  , POS
hollywood has really done the whole dracula thing to death ( no pun intended - honest ) .  its a shame  too  because the good count was probably the most frightening out the old b-movie monsters .  i mean  come on .  are people really going to get that scared over a big green guy named frankenstein that moves at a speed of five miles per hour ?  hell no .  and not only was the idea of a vampire frightening as hell  but it also carried with it a kind of sensual feeling as well  not commonly associated with horror films .  and not only has the idea been done too many times  but with the possible exception of from dusk till dawn  has not been done very well lately  either .  this is precisely why it was so much fun for me watching the original nosferatu .  i got to go back to the times when making movies ( even horror movies ) was considered an art form  and not just done to make cash like nowadays .  and that is exactly what this film is ; art .  ive been a horror fan since i was eight years old  and to this day i have not seen any horror film cover the intellectual ground that this film covers .  let me backtrack a minute .  when i say  intellectual ground   i dont mean that nosferatu tackles philosophical questions or anything like that  i just mean that in order for the film to work the way it was intended to  a little bit of thinking is involved .  with most modern slasher movies like friday the 13th and what-not  you can just simply sit back in your chair and be frightened by the gore that is shown .  those movies could have been made by a fifth grader with a good makeup kit ; movies like this require the viewer to actually pay attention and ponder what is happening on the screen .  you see  this movie has barely any violence in it and even less blood or gore .  this is a thinking mans slasher flick .  the  nosferatu  of the title is orlock ( max shreck )  a strange  hermit-like count that  as the film opens  is looking for a new home to buy .  he employs the help of hutter ( gustav von wangenhein )  a real estate salesman ( or something to that effect ) who has a nice home and even a fiancee named ellen ( greta schroeder ) .  upon orders from his boss  hutter treks to the transylvanian mountains to visit orlocks castle and speak to him about his new home ( which just happens to be right next door to hutters ) .  the next morning  he wakes up to find teeth marks on his neck . . . not  really a good sign .  he then discovers through some reading that the count is a  nosferatu   or vampire  one of the undead that feeds off the blood of living humans .  but by the time he pieces this together  he is too late ; orlock has already embarked to hutters hometown via boat .  will hutter reach his destination in time to save his fiancee from the deadly clutches of count orlock ?  the character of orlock is  of course  dracula .  the only only reason his name was changed was because this was an unauthorized account of bram strockers novel .  just thought that was an interesting little side note . . .  probably the only way you will get to see this fine film is by purchasing a copy of arrow entertainments digitally restored cut  now available in stores .  however  this version is quite different than maunaus original masterpiece .  the movie is now sporting a new soundtrack by band type o-negative and color tinting  much like the 1984 version of langs metropolis .  now  i really appreciate what arrow entertainment is trying to do here  bringing a classic like this to the attention of a wider audience that might have otherwise just skipped this one .  but alas  i like watching movies the way they were originally intended to be seen .  but thats just my bag ; you may like the newer  more  modern  version better .  either way  i suggest investing your money in a copy .  if you like what they have done with it  pop it in the vcr and enjoy .  if youre like me  just do what ill do during future viewings ; turn the color all the way down on your television  hit mute  turn on some bach or mozart or whatever  dim the lights and prepare to view what is truly one of the greatest films ever made .  , POS
stendhals syndrome : a condition where  in the presence of art  a person becomes engulfed in a painting and hallucinates and may afterwards suffer symptoms such as depression  suicidal behaviour and personality disorder .  grim stuff  to be sure  but the subject of a remarkable film from italys master of the horror thriller dario argento .  boasting an unforgettable soundtrack from the grandfather of film music ennio morricone  the stendhal syndrome is a quite magnificent return to form for argento .  it follows his disappointing american debut trauma ( 1992 )  the patchy opera ( 1987 ) and several mediocre films he produced for young italian director michele soavi in the late 1980s .  based on the novel by graziella magherini  the film stars argentos daughter asia as young roman police inspector anna manni in pursuit of a brutal rapist-killer .  visiting florence to follow up several leads  she is lured by the killer alfredo ( thomas kretschmann ) to an art gallery  a favourite haunt where he hopes to identify exactly who is on his tail .  at the gallery anna is overwhelmed by a painting and faints .  posing as a bystander  alfredo briefly comes to her aid and having now identified his pursuer  a strange game of cat and mouse begins .  a gripping story evolves  and a coherent one  too  which may surprise those familiar with argentos often lumpy narratives .  the stendhal syndrome is not a simple cop-hunting-killer scenario .  it is a disturbing and often compelling study of the central characters psychological disintegration .  the script explores its psycho-sexual themes with intelligence and candour  perhaps too much so for more sensitive viewers .  but as dark as its themes are  the stendhal syndrome emerges as one of the most artful and effective european thrillers of the last ten years .  argento is once again working in his native italy  and he fully exploits the opportunities to use art and architecture for both symbolic statements and as departure points for several brilliant hallucinogenic sequences .  effects whiz sergio stivaletti serves his director well here  and the cinematography by giuseppe rotunno is consistently excellent .  the films opening 20 minutes segues between hallucination  flashback and real-time with tremendous style .  proof that  at his most inspired  argento remains one of the worlds most exhilarating filmmakers .  the cast is generally good  though marred at times by dubbing into english that renders speech all but emotionless .  asia argentos performance is by turns risky  awkward and fascinating .  its a difficult role  and given her relative inexperience on screen she deserves applause for her efforts .  thomas kretschmann is chillingly effective as alfredo  and marco leonardi ( of cinema paradiso  and possibly the most gorgeous looking man in italy ) does okay as annas work colleague and increasingly confused love interest .  but perhaps the stendhal syndromes single most striking element is ennio morricones soundtrack .  active since the 1960s  morricone has scored over 100 films in his career and this must rate as one of his finest efforts .  its mostly a variation on the one theme : a slow circular melody for strings and wordless female vocal possessed with an extraordinary  haunting beauty that lingers long afterwards .  its been three decades since argento and morricone worked together .  this is a long welcome reunion .  if the film has a fault  it is that the last half hour drags a little and the film doesnt quite reach a completely satisfying climax .  but by the closing scenes  the stendhal syndrome has already offered us enough to qualify as one of the very best films of dario argentos career .   * note : see the uncut print from japanese laserdisc if you can .  dubs of this version are available from various video dealers on the world wide web .  , POS
close your eyes for a moment  if you will  and imagine the sound of stephen reas gaelic brogue  silky smooth and irish like a pint of guinness .  a lackadaisical  naughty little schoolboy voice that flirts and gambols .  an acerbic  sing-song metered voice that evokes the startling imagery and language of anthony burgess  a clockwork orange .   a voice that deliciously conjures scenes both porcine and puerile  like those out of  delicatessen   or  the tin drum .   imagine all of that  and youll get a good sense of what you can expect from  the butcher boy .   imagine that and more .  neil jordans latest film  stars  rea in more ways than one .  rea  the accomplished irish actor most notable from his star turn in jordans  the crying game   contributes a restrained and managed performance as da brady  a small town drunk in an unnamed irish community in the 1960s .  but its his wall-to-wall narration as the butcher boy of the title  da bradys son  francis  that makes reas  performance  worth watching  worth listening to .  and thats only half the fun .  playing the young francie brady is newcomer eamonn owens and he is  without a doubt  a revelation .  for as much as reas voiceover permeates almost every scene of  the butcher boy   owens commands virtually every frame .  its impossible to take your eyes off him .  with his crop of carrot-colored hair  ruddy complexion  and overall grubby appearance  francie brady is an unlikely hero  refusing to be done in by his alcoholic  trumpet-playing father  his depressive  suicidal mother  or the neighboring  bespectacled monster known as mrs . nugent ( fiona shaw ) .  in fact  everything was ok until  the nugent  came to town .  now  she poses as much a threat to the safety and security of town bully francie and his best pal joe ( alan boyle ) as the looming commie menace (  the butcher boy  is set at a time when the fear of nuclear obliteration is first and foremost in the minds of many ) .    pigs !  screams mrs . nugent at the brady menagerie .    youre all pigs !   its the start of many a related image .  after ma brady is shipped off to the  garage  for psychiatric observation and da brady downs one bottle of whiskey too many  francie finally loses grip of his fantasy world of cowboys and indians  the lone ranger  and other comicbook characters .  squealing like a stuck pig  francie does  the likes o that  on the nugents living room floor  and is himself whisked away to a very catholic remand home for  boney arsed bogmen   where his ever fertile imagination--and clever chicanery--runneth over .  director jordans vivid treatment of pat mccabes nightmare novel produces a sometimes disturbing  dark comedy littered with surreal touches ( such as sin ? ad oconnor playing the virgin mary ) .  its not as outlandish as the trailers make out ; instead  this remarkable film focuses on the effects external influences have on the friendship between two boys ( schoolboy chums in real life )  allowing us to empathize with their plight in the presence of extraordinary behavior .  its bleak and its black but its fundamentally very funny .  rea talks us through it  beautifully  and owens drags us though it  admirably  and  in tandem with jordans sure hand  theirs are contributions to make  the butcher boy  a film worth savoring .  , POS
zero effect gets its title from the main character  daryl zero ( bill pullman )  although we dont understand what it truly means until the very last line of dialogue in the film .  zero is a private investigator  perhaps the best private investigator who ever lived ( at least hed like to think so ) .  however  hes a socially inept being  and eccentric in every possible way -- this fact certainly makes his talents as a private eye even more bewildering than they already are .  zeros accomplice is steve arlo ( ben stiller )  a  normal  guy who does the business side of the job -- hes the one who actually speaks to clients and explains zeros greatness as an investigator .  the opening scene has steve explaining the many virtues of zeros talents to soon-to-be client gregory stark ( ryan oneal ) .  it turns out that stark has lost a key to a safe deposit box  and is now being blackmailed for something that he apparently knows nothing about .  zero takes the case  and the plot thickens .  his path leads to a young  pretty paramedic named gloria sullivan ( kim dickens ) .  despite her luminous and seemingly-harmless presence  she turns out to be the one blackmailing stark .  through his investigations  zero learns why  but not without developing feelings for gloria -- feelings that  because of his reclusive behavior  are new and confusing to him .  i have no particular affinity towards the mystery genre of film .  i can idly enjoy movies about private investigators  and  every once in a while  a film like chinatown comes a long that blows me away ( actually  no private eye film has ever reached chinatowns greatness ) .  zero effect  which is jake kasdans first effort as writer/director  is a film about a private investigator that succeeds in all attempts : its an original  funny  and completely involving motion picture .  with so many cliches available to this genre  i find it amazing that kasdan avoided all of them .  but he didnt just successfully avoid flaws : he has created a great film here  one that had me interested and fascinated from the first shot to the final moment .  take  for starters  the great cast of characters .  pullman is terrific as zero  showing a comic flair that i really havent seen from him since spaceballs .  zero is the kind of guy who seems at ease switching personalities so frequently as he does here ; the fact that hes an almost exaggeratedly twisted  emotionally unstable man outside of his profession is not at all difficult to believe .  pullmans performance is much more layered than it might seem at first glance  and the occasional voice-over as hes going through the motions of his job are insightful and often hilarious .  ben stiller is also a very funny individual ; hes the kind of comedian who makes normal lines sound funny .    ill shoot you   he says to stark at one point .    i have a gun  and everything .   his character is also well-drawn  with an interesting subplot involving his girlfriend ( angela featherstone ) who is not happy with the extensive amounts of time he must spend away from her due to the unpredictability of his job .  oneal also gives his character a bit of depth ; and kim dickens  last seen ( and underused ) in mercury rising  gets a chance to show us her talent here  giving gloria the realism this kind of character really needs .  i find zero effect to be an immensely funny and witty film .  kasdans humor is of the best kind -- soft spoken  and mostly dialogue-driven ( though there are some great visual jokes ) .  its the kind of humor thats funny even after youve seen it five or six times .  theres one scene in which zero talks about how detached he is  an how that makes him such a great detective .  what we see during this narration are various shots of him sitting on a bed  or standing motionlessly  with his hair destroyed and an utterly blank look painted on his unshaven face  his eyes pointing to something off camera  but obviously to nothing in particular .  i cant convey to you how funny this is  but what makes it great film making is that it has a point -- scenes like this are frequent  and they provide solid characterization of zero .  as a side note  i dont consider myself an average viewer when it comes to comedy ( not to sound elitist ) -- i find things funny that many do not  and vice versa .  there was a clump of people near me in the theater laughing uproariously through this film  and the rest of the theater was relatively silent through most of it .  i have a feeling the humor here wont appeal to everyone  but theres certainly enough story and character development to keep anyones interest .  jake kasdan  son of writer/director lawrence kasdan  is only 22 years old .  i found this out after seeing the film  and i cant remember ever being so impressed with a film maker .  his direction is stylish without being pretentious  and his writing is mature  full  and developed .  zero effect is the kind of film that ill buy for my collection -- smart  original films like this are rare as it is  but this one actually has a heart and a soul .  at the end of the film  i was involved in the characters  and i was satisfied with the outcome .  and  with kasdans undeniable talent at such a young age  all i can do is hope to see a lot more from him in the future .  , POS
the long kiss goodnight ( r ) meryl streep tried it and failed .  even pamela anderson lee made an attempt but fell flat on her well-bared assets .  however  geena davis could very well become the first bankable american female action star with the long kiss goodnight  a preposterous but incredibly fun action thriller directed by her husband  renny harlin .  davis plays samantha caine  a mousy suburban school teacher and mother whose memories only go back eight years .  with the help of ethically questionable private detective mitch hennessey ( samuel l . jackson )  she slowly remembers--and reclaims--her past as charly baltimore  tough-as-nails cia operative .  needless to say  with the reappearance of samantha/charly comes the appearance of an assortment of no-goodniks out to erase more than her memory .  shane black netted a cool $4 mil for his script ; im not so sure if his prose is truly deserving of such a hefty price tag  but for what its worth  it delivers the goods .  like blacks previous work  such as lethal weapon and the last boy scout  the script juggles some impressive action scenes with funny  quirky dialogue .  the humor especially works well in this case  for the story is so preposterous that the laughs help to keep things from taking things too seriously .  but theres no argument that the more unbelievable sequences are original and entertaining as hell : who can resist the sight of davis tossing her daughter from a hole in her house into the nearby treehouse or chasing after a car . . .  while ice skating ?  jackson and davis make a good team .  jackson is funny as ever as ever ; in fact  his spirited line deliveries  especially when he first appears  are more than reminiscent of his work as jules in pulp fiction .  as good as he is  the one who should benefit the most from this project is davis  who shows much promise as an action heroine .  what makes her so effective and why she should succeed where streep and lee failed is that she doesnt take herself too seriously .  she is obviously in on the joke  slyly taking jabs at herself and at the situation .  this is not to say that she doesnt need work--sometimes she lays on the  toughness  a bit too thick and comes off too much as a caricature .  but should the public embrace the film and  in turn  the notion of a kick-ass female  davis could have found her special niche .  it seems as if davis and harlins first collaboration  the middling pirate epic cutthroat island  was just a dress rehearsal ( albeit a very costly one ) for long kiss  in which the wife-husband team hit their action stride .  anyone simply looking for a fun  escapist entertainment that requires little-to-no thinking will find this film to be a more-than-welcome kiss .  , POS
screen story by kevin yagher and andrew kevin walker .  screenplay by andrew kevin walker .  inspired by the short story the legend of sleepy hollow by washington irving .  directed by tim burton .  starring johnny depp  christina ricci  and casper van dien .  special appearances by christopher lee and christopher walken .  synopsis : investigator ichabod crane journeys to 1799 sleepy hollow to investigate a series of murders involving decapitation .  townspeople believe the spirit of a dead german mercenary is threatening them .  cute blonde katrina and a listless orphan help crane solve the mystery .  comments : tim burton has directed a number of entertaining and groundbreaking films over the years .  batman  of course  is perhaps his best-known film and led to a string of less successful sequels .  hes done biographical work ( on the director ed wood )  childrens movies ( nightmare before christmas )  and a homage to alien invasion movies ( mars attacks ! ) .  sleepy hollow  his newest feature which fans have been anticipating for a while  shares the similar dark and atmospheric style of his earlier work and counts among his better movies .  sleepy hollow quite obviously draws its inspiration from the old period horror films of the 1950s and 1960s  especially hammer studios reworkings of dracula and frankenstein  and american internationals series of movies based on the works of edgar allan poe .  christopher lee  in fact  star of many hammer productions over the years  appears at the beginning of sleepy hollow as a judge who sends ichabod crane out to investigate the murders .  the movie also borrows from the universal monster movies of the 1930s .  one of the climatic scenes involves a windmill and obviously takes its cue from frankenstein .  i mention these allusions for a reason .  seasoned horror film fans  including myself  will smile at their inclusion in this film .  with the recent disappointments in theatrically released horror movies  especially the blair witch project ( the most overblown turkey of the decade )  we needed a film like this .  not only does it have a sense of history  but burtons skillful use of setting and mood make this an entertaining exercise in horror .  the films eerie landscapes and foggy towns  indeed  overshadow the actors and the plot as the most noteworthy aspect of the movie .  johnny depp  a veteran tim burton actor who has appeared both in ed wood and edward scissorhands  plays ichabod crane  who has apparently changed occupations from irvings original story and is now an investigator .  depp is adequate in his role .  no more ; no less .  equally adequate is christina ricci  who plays the love interest in the film .  shes a good witch too .  how cute .  one of the few weak parts of sleepy hollow is the wooden and cliched dialogue between the main characters .  the two actors  however  carry the movie well enough  but the supporting cast is what makes this movie shine .  veteran actors such as jeffrey jones and michael gough ( who played the butler alfred in all four recent batman flicks ) are terrific as the aging townsfolk involved in the conspiracy which depp uncovers .  while i do not wish to reveal crucial plot points  i can say that the storyline becomes quite confusing .  you have to pay attention .  andrew kevin walker wrote the screenplay .  hes the one who also wrote 8 mm and seven .  walker is quickly becoming one of the premiere suspense writers in hollywood  and sleepy hollow certainly doesnt hurt his growing reputation .  as one might imagine from a gentleman like walker  sleepy hollow is quite graphic .  theres a lot of blood and a lot of beheadings .  this is definately not a flick to take the young kids to .  a lady in front of us took her two young sons to see it and spent about 25 - 30 minutes covering the youngests eyes with her hand .  he was obviously upset by the movies intense violence .  if youre looking for a good scare  however  sleepy hollow is definately recommended .  , POS
mpaa : not rated ( though i feel it would likely be pg  for martial-arts violence . )  with three movies already ( re ) released theatrically in america  and at least three more on their way  jackie chan is one of the newest  hot properties  in action adventure stardom  and its just about time .  for over twenty-five years  jackies been starring in martial arts and action movies in hong kong  thrilling audiences with both an incredible grasp of acrobatics and martial arts and a wonderful sense of comedy .    drunken master  has the distinction of being the first jackie chan movie to  make it big  --this is the movie that supposedly set jackie up for big stardom in hong kong .  im not entirely sure why  exactly .  in many ways   drunken master  is similar to most of jackies other early films  such as  fearless hyena  i and ii   master with cracked fingers    half a loaf of kung fu    spiritual kung fu   and others .  in fact  looking at all these early films together  one gets the impression that they were stamped out  cookie-cutter style  at a rate of four to six per year  all using the same casts and telling very similar stories .  to be honest  i think that early jackie chan movies are something of an acquired taste .  theyre quite different from action movies as we know them in america .  these films tend to be set in the chinese countryside in an indeterminate period sometime in the distant past  with fairly slow plots that often meander far afield and sometimes seem to exist only for the intention of stringing comedy and fight scenes together .    drunken master   though its plot is tighter than some  is no exception .   ( as an aside   drunken master  was the first jackie chan movie i ever saw  and i saw it the way it was meant to be seen . . . in  a movie theater in seattle  as part of an asian film festival .  at the time  i didnt really think it was anything special . . . but  after having seen more films like it  its kind of grown on me . )    drunken master  s storyline is very similar to that of other early jackie chan movies  such as  fearless hyena  i and ii and  master with cracked fingers  --slacker martial arts student is taught the martial arts by a harsh-seeming master  and has a big fight with an evil bad guy in the end ( a formula that has been  adapted   to put it kindly  by american films such as karate kid ) .  more specifically  jackie chan plays the part of wong fei-hong  aka  naughty panther   a fun-loving  practical-joking kung fu student who is too good at kung fu for his own good  but not _quite_ good enough .  after embarrassing his instructors assistant by beating him roundly  then beating up a bully in a marketplace  wong fei-hong tries to hit on a pretty girl  but discovers that she  and her mother  can hit back  better than he can . . . and  is further chagrinned to discover that the two women are his cousin and aunt  respectively .  his father  wong kei-ying  is unhappy about this  and is further annoyed when the father and brother of the bully show up to sue for damages .  kei-ying soon institutes a harsh regimen of punishment  which fei-hong does not like at all .  while escaping from this punishment  fei-hong meets up with a drunken old man  who proceeds to thrash him soundly  then take him on as a student and thrash him some more .  this turns out to be su hua-chi  a legendary master of drunken-style kung fu .  he assigns fei-hong a series of bizarre tasks  such as filling jugs with water while hanging upside down from a frame  cracking walnuts with his hands  and other such exercises  that seem like more pointless cruelty but are actually strengthening him up .  then  when hes ready  he teaches him the seven styles of drunken kung fu .  unfortunately  the lazy fei-hong only practices six of them . . .    drunken master  features some wonderful martial arts sequences  with jackie winning some fights and losing others .  its been said before  but ill say it again--these fights dont just _happen_  theyre as carefully choreographed as any ballet performance  and it shows .  in his fights  jackie often makes use of objects found in his environment-- benches  jugs  cups  bowls  fruits and vegetables--often in new and surprising ways .  the fight scenes  particularly those toward the end of the film  are unparallelled in most american films .  whether jackie wins or loses  its really something to see . . . and  its often as funny as anything  too .  and funny is the other thing jackie chan is very  very good at .  theres very little thats new in this movie--jackie winning fights  jackie getting beaten badly by a master  jackie going through punishment or training . . . these  schticks have all been seen before  in any one of several dozen similar jackie movies from the seventies and early eighties .  but theyre still hilarious as ever .  likewise  jackie has a _great_ supporting cast  many of whom were also in other early jackie films  and theyre often the source of plenty of hilarity on their own .  the really big thing about  drunken master   though  that inspired several copycats ( including a couple starring jackie himself ) and a sequel fifteen years later  was the drunken-style kung fu .  im not certain whether or not this is actually a genuine style of kung fu  but the principle behind it is to imitate the wobbly movements of a drunkard to lull the enemy into a false sense of security . . . and  it apparently helps if youre drunk while youre doing it .  genuine or not  i have to admit  theres just something incredibly fun about watching a fellow who looks utterly sloshed wading into a group of startled opponents and making mincemeat out of them before they even realize whats going on .  come to think of it  perhaps this element is what accounts for this films success over any of the other jackie films . . . its  not just martial arts  its the kind of martial arts that makes you stop and go   whoa . . .   on the negative side  the cinematography in this film is nothing special  the film stock is rather primitive  the plot is often rather slow  and the subtitles are sometimes extremely hard to read against the background .    gone with the wind   this isnt .  still  if you like martial arts films  or like what youve seen so far of jackie chan and want to see more  give it a shot .  its much more  real  than chuck norris or jean-claude van damme .  you might very well like it .  another interesting thing about  drunken master  has to do with its video availability in the us .    drunken master  is the only early jackie chan movie that i know of that you can find in its original  letterboxed  hong kong subtitled form  commercially available on vhs ( from magnum video  in a gold box  for about $10 ) .  there are plenty of other early jackie films around  but these are typically either in dubbed  pan-and-scanned form or else import tapes priced for rental instead of purchase .  thankfully   drunken master   at least  is available in the aspect ratio in which it was meant to be seen  at a very affordable price .  if you like  drunken master   take a look at the numerous other early jackie chan films that are out there ( even the dubbed ones arent really _too_ bad . . . if  nothing else  you can enjoy the martial arts choreography while making fun of the dialogue ) .  i particularly recommend  spiritual kung fu    half a loaf of kung fu   the  fearless hyena  movies  and  snake & crane arts of shaolin  .  also  the mostly-unrelated-storywise sequel   drunken master ii   will hit theaters in american release sometime later this year ( though what its american-release title will be is still uncertain ) and comes _highly_ recommended by this reviewer .  also  for a rather different interpretation of the character wong fei-hong ( who is in fact a popular figure from chinese folklore )  ive been told to suggest the  once upon a time in china  series starring jet li ( though i havent personally seen any of them yet ) .  if you choose to watch  drunken master   i really hope you enjoy it  and i hope it starts to open your eyes to the wonderful world of asian cinema thats out there .  all in all  i give this film an .  , POS
well  i know that stallone is 50 years old now  but in daylight he doesnt look it !  daylight is a great disaster movie .  if youve seen cliffhanger  youll know stallones character already .  a guy with a bad past  but is in the right place at the wrong time .  a tunnel connecting new york and new jersey has both sides collapses when a group of robbers collide with a truck carrying * very * flammable toxic waste .  a dozen or so people survive the collapses and the incinerating fireball ( and what a fire ball it was ! )  stallone  a former emergency medical service man  is chauffeuring a rich couple around  when they reach the outside of the tunnel  before the explosion .  then  30 minutes into the movie  boom !  >from here on  the plot takes a back seat  and we are treated to some of the best camera work and action staged .  most all the action is plausible and will hold you at the edge of your seat .  there are a few melodramatic parts here  but  they tend to work out well .  there is no general antagonist in this film  but the action and suspense makes you forget all about that .  daylight is a great film  i saw a non-matinee showing of it  and i thought it was worth every penny .  the characterizations are mostly flat  one dimesional  but they have enough in them to get you to care for some of the characters .  rob cohen ( dragonheart ) does a great job with this film .  , POS
